what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1444151216072
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1444151216807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1444151219026
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1444151220470
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1444151326657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1444151326673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1444151327095
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1444151327845
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1444151327845
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1444151341363
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1444151342072
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1444151389939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1444151389955
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1444151390252
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1444151390955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1444151391705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1444151397909
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1444151398534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1444151410505
